[Header]
TITLE,MPMS DC Measurement
BYAPP,MPMS Measurement,2.1,Summary
FILEOPENTIME, 1708683062.546000 2/23/2024, 11:11:02 AM

INFO, APPNAME, MPMS MultiVu Application, Revision 1.56,  Build 72

INFO, NAME, 
INFO, WEIGHT, 1.000
INFO, AREA, 1.000
INFO, LENGTH, 1.000
INFO, SHAPE, 0
INFO, COMMENT, 
INFO, SEQUENCE FILE: WholeLoop_5K.seq


INFO, BACKGROUND DATA FILE:, None


STARTUPAXIS,X,4,LINEAR,AUTO,0.000000,0.000000
STARTUPAXIS,Y1,5,LINEAR,AUTO,0.000000,0.000000


STARTUPGROUP,Longitudinal
FIELDGROUP,Longitudinal,1,2,3,4,5,6,7,8,9,15,16,17,18,27,28
FIELDGROUP,Transverse,1,2,3,4,10,11,12,13,14,19,20,21,22,27,28

PLOT_APPEARANCE,ALL,HORZ_GRID_ON,VERT_GRID_ON,MARKERS_AND_LINES

[Data]
Time,Comment,Field (Oe),Temperature (K),Long Moment (emu),Long Scan Std Dev,Long Algorithm,Long Reg Fit,Long Percent Error (%),Trans Moment (emu),Trans Scan Std Dev,Trans Algorithm,Trans Reg Fit,Trans Percent Error (%),Long Moment [w/o ABS] (emu),Long Scan Std Dev [w/o ABS],Long Reg Fit [w/o ABS],Long Percent Error [w/o ABS] (%),Trans Moment [w/o ABS] (emu),Trans Scan Std Dev [w/o ABS],Trans Reg Fit [w/o ABS],Trans Percent Error [w/o ABS] (%),Points per Scan,Scans per Measurement,Scan Length (cm),Delta Temp (K),Rot Position (deg),Error,EC Comp. Running,Using ABS,
1708713876.250,,-1.129697e+004,4.996372e+000,1.319125e-001,3.299483e-004,2,9.825571e-001,2.501267e-001,,,,,,,,,,,,,,64,3,4.000000e+000,5.512238e-003,0.000000e+000,0,,0,
1708714030.250,,-1.332121e+004,4.996216e+000,1.206537e-001,2.094726e-004,2,9.830592e-001,1.736147e-001,,,,,,,,,,,,,,64,3,4.000000e+000,6.352425e-003,0.000000e+000,0,,0,
1708714183.078,,-1.534545e+004,4.996542e+000,1.112548e-001,2.094585e-004,2,9.832149e-001,1.882692e-001,,,,,,,,,,,,,,64,3,4.000000e+000,6.352425e-003,0.000000e+000,0,,0,
1708714343.578,,-1.736970e+004,4.996309e+000,1.032876e-001,1.772333e-004,2,9.830359e-001,1.715921e-001,,,,,,,,,,,,,,64,3,4.000000e+000,5.977631e-003,0.000000e+000,0,,0,
1708714503.328,,-1.939394e+004,4.996325e+000,9.641518e-002,1.993190e-004,2,9.827951e-001,2.067298e-001,,,,,,,,,,,,,,64,3,4.000000e+000,6.258965e-003,0.000000e+000,0,,0,
1708714664.375,,-2.141818e+004,4.996511e+000,9.030650e-002,1.904822e-004,2,9.834638e-001,2.109286e-001,,,,,,,,,,,,,,64,3,4.000000e+000,5.416870e-003,0.000000e+000,0,,0,
1708714819.203,,-2.344242e+004,4.996014e+000,8.488559e-002,1.838047e-004,2,9.832551e-001,2.165323e-001,,,,,,,,,,,,,,64,3,4.000000e+000,6.443977e-003,0.000000e+000,0,,0,
1708714980.484,,-2.546667e+004,4.995905e+000,8.006603e-002,2.016151e-004,2,9.834074e-001,2.518110e-001,,,,,,,,,,,,,,64,3,4.000000e+000,5.417824e-003,0.000000e+000,0,,0,
1708715135.312,,-2.749091e+004,4.996589e+000,7.555792e-002,1.865517e-004,2,9.834903e-001,2.468989e-001,,,,,,,,,,,,,,64,3,4.000000e+000,5.606174e-003,0.000000e+000,0,,0,
1708715314.031,,-2.951515e+004,4.994970e+000,7.133445e-002,1.500070e-004,2,9.841732e-001,2.102868e-001,,,,,,,,,,,,,,64,3,4.000000e+000,4.200935e-003,0.000000e+000,0,,0,
1708715470.453,,-3.153939e+004,4.996231e+000,6.771573e-002,1.807047e-004,2,9.836438e-001,2.668577e-001,,,,,,,,,,,,,,64,3,4.000000e+000,6.165981e-003,0.000000e+000,0,,0,
1708715634.484,,-3.356364e+004,4.996714e+000,6.422218e-002,1.892981e-004,2,9.836473e-001,2.947550e-001,,,,,,,,,,,,,,64,3,4.000000e+000,5.793095e-003,0.000000e+000,0,,0,
1708715786.265,,-3.558788e+004,4.996403e+000,6.096499e-002,1.966810e-004,2,9.838985e-001,3.226130e-001,,,,,,,,,,,,,,64,3,4.000000e+000,6.072044e-003,0.000000e+000,0,,0,
1708715950.671,,-3.761212e+004,4.996356e+000,5.801033e-002,1.917997e-004,2,9.839745e-001,3.306302e-001,,,,,,,,,,,,,,64,3,4.000000e+000,5.793095e-003,0.000000e+000,0,,0,
1708716115.500,,-3.963636e+004,4.996092e+000,5.523321e-002,2.231474e-004,2,9.842888e-001,4.040095e-001,,,,,,,,,,,,,,64,3,4.000000e+000,6.258965e-003,0.000000e+000,0,,0,
1708716281.859,,-4.166061e+004,4.996340e+000,5.253902e-002,2.106803e-004,2,9.844349e-001,4.009979e-001,,,,,,,,,,,,,,64,3,4.000000e+000,6.726265e-003,0.000000e+000,0,,0,
1708716441.546,,-4.368485e+004,4.996169e+000,5.004018e-002,2.142398e-004,2,9.841087e-001,4.281356e-001,,,,,,,,,,,,,,64,3,4.000000e+000,6.350994e-003,0.000000e+000,0,,0,
1708716601.781,,-4.570909e+004,4.996683e+000,4.769531e-002,2.186107e-004,2,9.843010e-001,4.583485e-001,,,,,,,,,,,,,,64,3,4.000000e+000,5.603790e-003,0.000000e+000,0,,0,
1708716769.093,,-4.773333e+004,4.996200e+000,4.547808e-002,1.956629e-004,2,9.842466e-001,4.302357e-001,,,,,,,,,,,,,,64,3,4.000000e+000,5.513191e-003,0.000000e+000,0,,0,
1708716943.421,,-4.975757e+004,4.996574e+000,4.340728e-002,2.179062e-004,2,9.846660e-001,5.020037e-001,,,,,,,,,,,,,,64,3,4.000000e+000,6.165981e-003,0.000000e+000,0,,0,
1708717103.703,,-5.178182e+004,4.996309e+000,4.135099e-002,2.285922e-004,2,9.853196e-001,5.528094e-001,,,,,,,,,,,,,,64,3,4.000000e+000,6.258965e-003,0.000000e+000,0,,0,
1708717265.093,,-5.380606e+004,4.996076e+000,3.952627e-002,2.390239e-004,2,9.855521e-001,6.047215e-001,,,,,,,,,,,,,,64,3,4.000000e+000,6.445885e-003,0.000000e+000,0,,0,
1708717427.953,,-5.583030e+004,4.996154e+000,3.772565e-002,2.260397e-004,2,9.848480e-001,5.991671e-001,,,,,,,,,,,,,,64,3,4.000000e+000,6.351948e-003,0.000000e+000,0,,0,
1708717598.109,,-5.785455e+004,4.996294e+000,3.604037e-002,2.263393e-004,2,9.851148e-001,6.280161e-001,,,,,,,,,,,,,,64,3,4.000000e+000,6.820202e-003,0.000000e+000,0,,0,
1708717761.843,,-5.987879e+004,4.996294e+000,3.448841e-002,2.632091e-004,2,9.860123e-001,7.631815e-001,,,,,,,,,,,,,,64,3,4.000000e+000,5.230904e-003,0.000000e+000,0,,0,
1708717931.390,,-6.190303e+004,4.995936e+000,3.305761e-002,2.485130e-004,2,9.855974e-001,7.517571e-001,,,,,,,,,,,,,,64,3,4.000000e+000,6.726265e-003,0.000000e+000,0,,0,
1708718088.562,,-6.392727e+004,4.996201e+000,3.161282e-002,2.320289e-004,2,9.855218e-001,7.339708e-001,,,,,,,,,,,,,,64,3,4.000000e+000,5.979061e-003,0.000000e+000,0,,0,
1708718253.125,,-6.595152e+004,4.996402e+000,3.012279e-002,2.378235e-004,2,9.852729e-001,7.895134e-001,,,,,,,,,,,,,,64,3,4.000000e+000,5.231857e-003,0.000000e+000,0,,0,
1708718434.734,,-6.797576e+004,4.994565e+000,2.861140e-002,2.705840e-004,2,9.851089e-001,9.457211e-001,,,,,,,,,,,,,,64,3,4.000000e+000,3.360271e-003,0.000000e+000,0,,0,
1708718594.140,,-7.000000e+004,4.996621e+000,2.748447e-002,3.050549e-004,2,9.851230e-001,1.109917e+000,,,,,,,,,,,,,,64,3,4.000000e+000,5.790710e-003,0.000000e+000,0,,0,
